Gravité;Fichier;Ligne;Enregistrement;Champ;Anomalie;Valeur lue;Valeur retenue;Valeur remplacée
Repris avec correction automatique;export_clients_cavegest.xlsx;142;Client T00141;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;143;Client T00142;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;144;Client T00143;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;144;Client T00143;phone;Téléphone complété d'un zéro initial (perdu par le tableur);461119279;+33461119279;
Repris avec correction automatique;export_clients_cavegest.xlsx;145;Client T00144;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;145;Client T00144;phone;Téléphone complété d'un zéro initial (perdu par le tableur);347281004;+33347281004;
Repris avec correction automatique;export_clients_cavegest.xlsx;146;Client T00145;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);677782171;+33677782171;
Repris avec correction automatique;export_clients_cavegest.xlsx;147;Client T00146;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);460920037;+33460920037;
Repris avec correction automatique;export_clients_cavegest.xlsx;147;Client T00146;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;147;Client T00146;phone;Téléphone complété d'un zéro initial (perdu par le tableur);460920037;+33460920037;
Repris avec correction automatique;export_clients_cavegest.xlsx;148;Client T00147;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;148;Client T00147;phone;Téléphone complété d'un zéro initial (perdu par le tableur);585936123;+33585936123;
Repris avec correction automatique;export_clients_cavegest.xlsx;149;Client T00148;phone;Téléphone complété d'un zéro initial (perdu par le tableur);121069216;+33121069216;
Repris avec correction automatique;export_clients_cavegest.xlsx;151;Client T00150;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;152;Client T00151;phone;Téléphone complété d'un zéro initial (perdu par le tableur);514382826;+33514382826;
Repris avec correction automatique;export_clients_cavegest.xlsx;153;Client T00152;phone;Téléphone complété d'un zéro initial (perdu par le tableur);543533251;+33543533251;
Repris avec correction automatique;export_clients_cavegest.xlsx;154;Client T00153;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);666743210;+33666743210;
Repris avec correction automatique;export_clients_cavegest.xlsx;155;Client T00154;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;155;Client T00154;phone;Téléphone complété d'un zéro initial (perdu par le tableur);494874484;+33494874484;
Repris avec correction automatique;export_clients_cavegest.xlsx;156;Client T00155;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);531468102;+33531468102;
Repris avec correction automatique;export_clients_cavegest.xlsx;156;Client T00155;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;156;Client T00155;phone;Téléphone complété d'un zéro initial (perdu par le tableur);531468102;+33531468102;
Repris avec correction automatique;export_clients_cavegest.xlsx;157;Client T00156;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;159;Client T00158;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);681008948;+33681008948;
Repris avec correction automatique;export_clients_cavegest.xlsx;159;Client T00158;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;160;Client T00159;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;160;Client T00159;phone;Téléphone complété d'un zéro initial (perdu par le tableur);297290933;+33297290933;
Repris avec correction automatique;export_clients_cavegest.xlsx;160;Client T00159;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);652072143;+33652072143;
Repris avec correction automatique;export_clients_cavegest.xlsx;161;Client T00160;phone;Téléphone complété d'un zéro initial (perdu par le tableur);244316526;+33244316526;
Repris avec correction automatique;export_clients_cavegest.xlsx;161;Client T00160;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);625132677;+33625132677;
Repris avec correction automatique;export_clients_cavegest.xlsx;162;Client T00161;phone;Téléphone complété d'un zéro initial (perdu par le tableur);158622124;+33158622124;
Repris avec correction automatique;export_clients_cavegest.xlsx;163;Client T00162;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;163;Client T00162;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);634596721;+33634596721;
Repris avec correction automatique;export_clients_cavegest.xlsx;164;Client T00163;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;164;Client T00163;phone;Téléphone complété d'un zéro initial (perdu par le tableur);559094062;+33559094062;
Repris avec correction automatique;export_clients_cavegest.xlsx;164;Client T00163;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);680995013;+33680995013;
Repris avec correction automatique;export_clients_cavegest.xlsx;165;Client T00164;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;165;Client T00164;phone;Téléphone complété d'un zéro initial (perdu par le tableur);185949363;+33185949363;
Repris avec correction automatique;export_clients_cavegest.xlsx;166;Client T00165;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;166;Client T00165;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);672859839;+33672859839;
Repris avec correction automatique;export_clients_cavegest.xlsx;166;Client T00165;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;168;Client T00167;shipping_zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;169;Client T00168;phone;Téléphone complété d'un zéro initial (perdu par le tableur);394682748;+33394682748;
Repris avec correction automatique;export_clients_cavegest.xlsx;170;Client T00169;zip;Code postal complété d'un zéro initial (perdu par le tableur);7000;07000;
Repris avec correction automatique;export_clients_cavegest.xlsx;170;Client T00169;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);630911396;+33630911396;
Repris avec correction automatique;export_clients_cavegest.xlsx;172;Client T00171;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;172;Client T00171;phone;Téléphone complété d'un zéro initial (perdu par le tableur);346467699;+33346467699;
Repris avec correction automatique;export_clients_cavegest.xlsx;172;Client T00171;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);645075142;+33645075142;
Repris avec correction automatique;export_clients_cavegest.xlsx;173;Client T00172;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;173;Client T00172;phone;Téléphone complété d'un zéro initial (perdu par le tableur);124200053;+33124200053;
Repris avec correction automatique;export_clients_cavegest.xlsx;174;Client T00173;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;174;Client T00173;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;175;Client T00174;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);628556285;+33628556285;
Repris avec correction automatique;export_clients_cavegest.xlsx;176;Client T00175;zip;Code postal complété d'un zéro initial (perdu par le tableur);9000;09000;
Repris avec correction automatique;export_clients_cavegest.xlsx;176;Client T00175;phone;Téléphone complété d'un zéro initial (perdu par le tableur);261692868;+33261692868;
Repris avec correction automatique;export_clients_cavegest.xlsx;176;Client T00175;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);644313323;+33644313323;
Repris avec correction automatique;export_clients_cavegest.xlsx;177;Client T00176;zip;Code postal complété d'un zéro initial (perdu par le tableur);4000;04000;
Repris avec correction automatique;export_clients_cavegest.xlsx;177;Client T00176;phone;Téléphone complété d'un zéro initial (perdu par le tableur);416898720;+33416898720;
Repris avec correction automatique;export_clients_cavegest.xlsx;178;Client T00177;zip;Code postal complété d'un zéro initial (perdu par le tableur);1000;01000;
Repris avec correction automatique;export_clients_cavegest.xlsx;178;Client T00177;phone;Téléphone complété d'un zéro initial (perdu par le tableur);572627098;+33572627098;
Repris avec correction automatique;export_clients_cavegest.xlsx;179;Client T00178;phone;Téléphone complété d'un zéro initial (perdu par le tableur);463166213;+33463166213;
Repris avec correction automatique;export_clients_cavegest.xlsx;179;Client T00178;mobile;Téléphone complété d'un zéro initial (perdu par le tableur);657542522;+33657542522;
Repris avec correction automatique;export_clients_cavegest.xlsx;180;Client T00179;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;180;Client T00179;kind;Revendeur repris comme client;R;customer;
Repris avec correction automatique;export_clients_cavegest.xlsx;181;Client T00180;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);292426582;+33292426582;
Repris avec correction automatique;export_clients_cavegest.xlsx;181;Client T00180;zip;Code postal complété d'un zéro initial (perdu par le tableur);5000;05000;
Repris avec correction automatique;export_clients_cavegest.xlsx;181;Client T00180;phone;Téléphone complété d'un zéro initial (perdu par le tableur);292426582;+33292426582;
Repris avec correction automatique;export_clients_cavegest.xlsx;183;Client T00182;country_code;Pays absent, pays par défaut appliqué;;FR;
Repris avec correction automatique;export_clients_cavegest.xlsx;183;Client T00182;phone;Téléphone complété d'un zéro initial (perdu par le tableur);178216052;+33178216052;
Repris avec correction automatique;export_clients_cavegest.xlsx;184;Client T00183;shipping_phone;Téléphone complété d'un zéro initial (perdu par le tableur);468811296;+33468811296;
Repris avec correction automatique;export_clients_cavegest.xlsx;184;Client T00183;zip;Code postal complété d'un zéro initial (perdu par le tableur);1100;01100;
Repris avec correction automatique;export_clients_cavegest.xlsx;184;Client T00183;phone;Téléphone complété d'un zéro initial (perdu par le tableur);468811296;+33468811296;
